Company Name,Date of filing,Time of filing,Document Type,File Format,File Size
Skeena Resources Limited,Apr 22 2022,10:18:01 ET,Notice of the meeting and record date - English,PDF,315 K
Solvbl Solutions Inc. (formerly Stowe One Investments Corp.),Apr 22 2022,12:33:04 ET,News release - English,PDF,57 K
South Star Battery Metals Corp.,Apr 22 2022,19:06:05 ET,Annual information form - English,PDF,1014 K
South Star Battery Metals Corp.,Apr 22 2022,16:54:32 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,160 K
South Star Battery Metals Corp.,Apr 22 2022,16:54:32 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,159 K
South Star Battery Metals Corp.,Apr 22 2022,16:27:40 ET,MD&A - English,PDF,421 K
South Star Battery Metals Corp.,Apr 22 2022,16:25:56 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,56 K
South Star Battery Metals Corp.,Apr 22 2022,16:25:56 ET,Audited annual financial statements - English,PDF,363 K
Spearmint Resources Inc.,Apr 22 2022,09:52:31 ET,News release - English,PDF,178 K
Spectre Capital Corp.,Apr 22 2022,18:02:41 ET,Other material contracts - English,PDF,306 K
"Spire Global, Inc.",Apr 22 2022,18:19:47 ET,Management information circular - English,PDF,393 K
"Spire Global, Inc.",Apr 22 2022,18:19:47 ET,Notice of meeting - English,PDF,123 K
"Spire Global, Inc.",Apr 22 2022,18:19:47 ET,Other,PDF,122 K
Stamper Oil & Gas Corp.,Apr 22 2022,18:42:48 ET,News release - English,PDF,306 K
Stantec Inc.,Apr 22 2022,07:32:49 ET,News release - English,PDF,39 K
Strategem Capital Corporation,Apr 22 2022,09:04:16 ET,Notice of the meeting and record date - English,PDF,313 K
SugarBud Craft Growers Corp. (formerly Relentless Resources Ltd.),Apr 22 2022,07:37:58 ET,News release - English,PDF,253 K
Supernova Metals Corp.,Apr 22 2022,17:47:36 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,83 K
Supernova Metals Corp.,Apr 22 2022,17:47:36 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,84 K
Supernova Metals Corp.,Apr 22 2022,17:46:12 ET,MD&A - English,PDF,242 K
Supernova Metals Corp.,Apr 22 2022,17:44:28 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,36 K
Supernova Metals Corp.,Apr 22 2022,17:44:28 ET,Audited annual financial statements - English,PDF,545 K
Supernova Metals Corp.,Apr 22 2022,17:44:28 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,50 K
Sustainable Power & Infrastructure Split Corp.,Apr 22 2022,17:31:41 ET,News release - English,PDF,156 K
Swiss Water Decaffeinated Coffee Inc.,Apr 22 2022,19:05:39 ET,News release - English,PDF,654 K
"Sylla Gold Corp. (formerly, Atlantic Industrial Minerals Incorporated)",Apr 22 2022,21:06:47 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,7837 K
Symphony Floating Rate Senior Loan Fund,Apr 22 2022,16:37:30 ET,News release - English,PDF,177 K
TAAT Global Alternatives Inc. (formerly TAAT Lifestyle & Wellness Ltd.),Apr 22 2022,16:27:28 ET,News release - English,PDF,332 K
Taranis Resources Inc.,Apr 22 2022,13:43:02 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,57 K
Taranis Resources Inc.,Apr 22 2022,13:43:02 ET,Audited annual financial statements - English,PDF,619 K
Taranis Resources Inc.,Apr 22 2022,13:43:02 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,45 K
Taranis Resources Inc.,Apr 22 2022,13:42:05 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,141 K
Taranis Resources Inc.,Apr 22 2022,13:42:05 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,139 K
Taranis Resources Inc.,Apr 22 2022,13:41:45 ET,MD&A - English,PDF,230 K
Temas Resources Corp.,Apr 22 2022,14:46:14 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,188 K
Temas Resources Corp.,Apr 22 2022,14:46:14 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,189 K
Temas Resources Corp.,Apr 22 2022,14:45:25 ET,MD&A - English,PDF,233 K
Temas Resources Corp.,Apr 22 2022,14:44:28 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,56 K
Temas Resources Corp.,Apr 22 2022,14:44:28 ET,Audited annual financial statements - English,PDF,435 K
Temas Resources Corp.,Apr 22 2022,14:44:28 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,214 K
Tembo Gold Corp.,Apr 22 2022,17:38:58 ET,Material change report - English,PDF,231 K
Tembo Gold Corp.,Apr 22 2022,12:01:44 ET,News release - English,PDF,134 K
Teras Resources Inc.,Apr 22 2022,11:56:04 ET,Interim financial statements/report - English,PDF,263 K
Teras Resources Inc.,Apr 22 2022,11:55:33 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,119 K
Teras Resources Inc.,Apr 22 2022,11:55:33 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,130 K
Teras Resources Inc.,Apr 22 2022,11:55:13 ET,MD&A - English,PDF,274 K
Terra Firma Capital Corporation,Apr 22 2022,10:28:52 ET,Notice of the meeting and record date - English,PDF,314 K
Terranueva Corporation,Apr 22 2022,17:06:30 ET,Material change report - English,PDF,172 K
Terranueva Corporation,Apr 22 2022,17:06:30 ET,Material change report - French,PDF,146 K
Tethys Petroleum Limited,Apr 22 2022,09:56:50 ET,News release - English,PDF,26 K
Thomson Reuters Corporation,Apr 22 2022,16:24:01 ET,Annual information form - French,PDF,3658 K
Thomson Reuters Corporation,Apr 22 2022,16:23:22 ET,MD&A - French,PDF,2282 K
Thomson Reuters Corporation,Apr 22 2022,16:22:58 ET,Audited annual financial statements - French,PDF,1979 K
Thomson Reuters Corporation,Apr 22 2022,16:22:30 ET,Annual report - French,PDF,3658 K
Timbercreek Financial Corp.,Apr 22 2022,08:26:52 ET,News release - English,PDF,6 K
The Toronto-Dominion Bank,Apr 21 2022,18:56:25 ET,Consent letter of issuer's legal counsel,PDF,9 K
The Toronto-Dominion Bank,Apr 21 2022,18:56:25 ET,Marketing materials - English,PDF,577 K
The Toronto-Dominion Bank,Apr 21 2022,18:56:25 ET,Marketing materials - French,PDF,487 K
The Toronto-Dominion Bank,Apr 21 2022,18:56:25 ET,Pricing supplement (specified derivative) - English,PDF,681 K
The Toronto-Dominion Bank,Apr 21 2022,18:56:25 ET,Pricing supplement (specified derivative) - French,PDF,1248 K
Tower One Wireless Corp,Apr 22 2022,17:46:11 ET,Material change report - English,PDF,101 K
Tower One Wireless Corp,Apr 22 2022,15:03:32 ET,News release - English,PDF,137 K
Tribe Property Technologies Inc.,Apr 22 2022,18:22:17 ET,News release - English,PDF,42 K
Trinity Hotels Fund - I,Apr 22 2022,14:48:49 ET,Offering memorandum (2.9 of NI 45-106) - English,PDF,1528 K
Trinity Hotels Fund - I,Apr 22 2022,14:48:49 ET,Offering memorandum (2.9 of NI 45-106) - French,PDF,6828 K
Triple Flag Precious Metals Corp.,Apr 22 2022,18:05:22 ET,Management information circular - French,PDF,5325 K
Triple Flag Precious Metals Corp.,Apr 22 2022,18:05:22 ET,Notice of meeting - French,PDF,144 K
TriStar Gold Inc.,Apr 22 2022,15:13:22 ET,Material change report - English,PDF,121 K
Tryp Therapeutics Inc.,Apr 22 2022,19:59:06 ET,Early warning report,PDF,157 K
Tryp Therapeutics Inc.,Apr 22 2022,19:58:27 ET,News release - English,PDF,191 K
Tryp Therapeutics Inc.,Apr 22 2022,12:18:57 ET,Notice of the meeting and record date - English,PDF,314 K
Two Hands Corporation,Apr 22 2022,16:04:50 ET,Decision Document (Final),PDF,75 K
Two Hands Corporation,Apr 22 2022,14:51:48 ET,Auditors' consent letter,PDF,74 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Consent letter of issuer's legal counsel,PDF,106 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,40 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,1794 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,9 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,737 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,862 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,685 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,514 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,710 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,30 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,55 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,687 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,636 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,812 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,1859 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,72 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Final long form prospectus - English,PDF,1712 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Issuer's submission to jurisdiction and appointment of agent,PDF,109 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Other material contract(s),PDF,228 K
Two Hands Corporation,Apr 21 2022,14:43:19 ET,Other material contract(s),PDF,287 K
Twyford Ventures Inc.,Apr 22 2022,09:03:41 ET,Notice of the meeting and record date - English,PDF,313 K
UGE International Ltd.,Apr 22 2022,14:56:34 ET,Notice of the meeting and record date - English,PDF,535 K
UniDoc Health Corp.,Apr 22 2022,07:58:24 ET,News release - English,PDF,47 K
Unigold Inc.,Apr 22 2022,22:36:15 ET,Annual information form - English,PDF,874 K
Unigold Inc.,Apr 22 2022,22:24:29 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,26 K
Unigold Inc.,Apr 22 2022,22:24:29 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,26 K
Unigold Inc.,Apr 22 2022,22:21:45 ET,MD&A - English,PDF,430 K
Unigold Inc.,Apr 22 2022,22:19:59 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,500 K
Unigold Inc.,Apr 22 2022,22:19:59 ET,Audited annual financial statements - English,PDF,671 K
Unigold Inc.,Apr 22 2022,22:19:59 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,489 K
Unigold Inc.,Apr 22 2022,12:54:41 ET,Form of proxy - English,PDF,499 K
Unigold Inc.,Apr 22 2022,12:54:41 ET,Management information circular - English,PDF,1074 K
Unigold Inc.,Apr 22 2022,12:54:41 ET,Notice of meeting - English,PDF,279 K
Ur-Energy Inc.,Apr 22 2022,20:34:20 ET,Other,PDF,238 K
US Critical Metals Corp. (formerly Holly Street Capital Ltd.),Apr 22 2022,13:45:32 ET,Notice,PDF,103 K
US Critical Metals Corp. (formerly Holly Street Capital Ltd.),Apr 22 2022,13:45:01 ET,Material change report - English,PDF,99 K
"Village Farms International, Inc.",Apr 22 2022,16:32:06 ET,Annual report - English,PDF,1076 K
Virtus Real Estate Investment Trust,Apr 22 2022,13:34:07 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,7838 K
Vitalhub Corp.,Apr 22 2022,19:40:37 ET,Early warning report,PDF,231 K
Vitalhub Corp.,Apr 22 2022,19:40:37 ET,Press release - English,PDF,113 K
Viva Gold Corp.,Apr 22 2022,16:42:58 ET,News release - English,PDF,380 K
Viva Gold Corp.,Apr 22 2022,15:37:47 ET,Revised annual information form - English,PDF,1070 K
Viva Gold Corp.,Apr 22 2022,14:56:39 ET,Consent of qualified person (NI 43-101) - English,PDF,124 K
Viva Gold Corp.,Apr 22 2022,14:55:28 ET,Consent of qualified person (NI 43-101) - English,PDF,56 K
Viva Gold Corp.,Apr 22 2022,14:54:29 ET,Consent of qualified person (NI 43-101) - English,PDF,88 K
Viva Gold Corp.,Apr 22 2022,14:51:49 ET,Amended & restated technical report (NI 43-101) - English,PDF,4916 K
Viva Gold Corp.,Apr 22 2022,14:51:49 ET,Consent of qualified person (NI 43-101) - English,PDF,24 K
Voleo Trading Systems Inc.,Apr 22 2022,11:46:06 ET,News release - English,PDF,507 K
Waratah Electrification and Decarbonization Fund LP,Apr 22 2022,20:31:07 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,176 K
Web3 Ventures Inc. (formerly La Jolla Capital Inc.),Apr 22 2022,16:25:37 ET,News release - English,PDF,115 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:59:36 ET,News release - English,PDF,25 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Certificate of qualified person (NI 43-101) - English,PDF,79 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Certificate of qualified person (NI 43-101) - English,PDF,83 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Certificate of qualified person (NI 43-101) - English,PDF,81 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Certificate of qualified person (NI 43-101) - English,PDF,80 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Certificate of qualified person (NI 43-101) - English,PDF,107 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Consent of qualified person (NI 43-101) - English,PDF,90 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Consent of qualified person (NI 43-101) - English,PDF,159 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Consent of qualified person (NI 43-101) - English,PDF,119 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Consent of qualified person (NI 43-101) - English,PDF,440 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Consent of qualified person (NI 43-101) - English,PDF,149 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Consent of qualified person (NI 43-101) - English,PDF,141 K
Wesdome Gold Mines Ltd.,Apr 22 2022,17:39:09 ET,Technical report (NI 43-101) - English,PDF,17430 K
Westbridge Energy Corporation,Apr 22 2022,11:08:24 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,147 K
Westbridge Energy Corporation,Apr 22 2022,11:08:24 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,146 K
Westbridge Energy Corporation,Apr 22 2022,11:06:54 ET,MD&A - English,PDF,330 K
Westbridge Energy Corporation,Apr 22 2022,11:05:31 ET,Interim financial statements/report - English,PDF,291 K
Western Metallica Resources Corp.,Apr 22 2022,12:59:53 ET,Material change report - English,PDF,410 K
Westphalia Dev. Corp.,Apr 22 2022,18:22:52 ET,News release - English,PDF,251 K
Westphalia Dev. Corp.,Apr 22 2022,17:18:41 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,15 K
Westphalia Dev. Corp.,Apr 22 2022,17:18:41 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,15 K
Westphalia Dev. Corp.,Apr 22 2022,17:16:56 ET,MD&A - English,PDF,225 K
Westphalia Dev. Corp.,Apr 22 2022,17:15:01 ET,AB Form 13-501F2 (Class 2 Reporting Issuers - Participation Fee),PDF,293 K
Westphalia Dev. Corp.,Apr 22 2022,17:15:01 ET,Audited annual financial statements - English,PDF,280 K
Westphalia Dev. Corp.,Apr 22 2022,17:15:01 ET,ON Form 13-502F2 (Class 2 Reporting Issuers - Participation Fee),PDF,29 K
Whitewater Acquisition Corp.,Apr 22 2022,12:58:35 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,102 K
Whitewater Acquisition Corp.,Apr 22 2022,12:58:35 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,102 K
Whitewater Acquisition Corp.,Apr 22 2022,12:55:23 ET,MD&A - English,PDF,147 K
Whitewater Acquisition Corp.,Apr 22 2022,12:39:15 ET,Interim financial statements/report - English,PDF,115 K
Win Mortgage Investment Corp.,Apr 22 2022,13:04:16 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,726 K
Woodbine Resources Corp,Apr 22 2022,18:48:49 ET,Decision Document (Preliminary),PDF,582 K
Woodbine Resources Corp,Apr 22 2022,18:29:03 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,210 K
Woodbine Resources Corp,Apr 22 2022,14:24:33 ET,Consent of qualified person (NI 43-101) - English,PDF,142 K
Woodbine Resources Corp,Apr 22 2022,14:24:33 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,1256 K
Woodbine Resources Corp,Apr 22 2022,14:24:33 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,145 K
Woodbine Resources Corp,Apr 22 2022,14:24:33 ET,Documents affecting rights of securityholders (or amendment thereto),PDF,289 K
Woodbine Resources Corp,Apr 22 2022,14:24:33 ET,Preliminary long form prospectus - English,PDF,7697 K
Woodbine Resources Corp,Apr 22 2022,14:24:33 ET,Technical report (NI 43-101) - English,PDF,7459 K
XPhyto Therapeutics Corp.,Apr 22 2022,18:50:27 ET,Material change report - English,PDF,96 K
XPhyto Therapeutics Corp.,Apr 22 2022,18:49:10 ET,News release - English,PDF,98 K
Xtierra Inc.,Apr 22 2022,11:40:33 ET,Notice of the meeting and record date - English,PDF,91 K
YourWay Cannabis Brands Inc. (formerly Hollister Biosciences Inc.),Apr 22 2022,14:49:24 ET,Notice of the meeting and record date (amended) - English,PDF,117 K
YourWay Cannabis Brands Inc. (formerly Hollister Biosciences Inc.),Apr 22 2022,11:15:51 ET,Notice of the meeting and record date - English,PDF,117 K
The Yumy Candy Company Inc.,Apr 22 2022,19:36:18 ET,News release - English,PDF,33 K
Zacatecas Silver Corp.,Apr 22 2022,20:30:24 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,139 K
Zacatecas Silver Corp.,Apr 22 2022,20:30:24 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,138 K
Zacatecas Silver Corp.,Apr 22 2022,20:30:02 ET,MD&A - English,PDF,489 K
Zacatecas Silver Corp.,Apr 22 2022,20:29:28 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,535 K
Zacatecas Silver Corp.,Apr 22 2022,20:29:28 ET,Audited annual financial statements - English,PDF,701 K
Zephyr Minerals Ltd.,Apr 22 2022,17:56:02 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,101 K
Zephyr Minerals Ltd.,Apr 22 2022,17:56:02 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,101 K
Zephyr Minerals Ltd.,Apr 22 2022,17:55:09 ET,MD&A - English,PDF,308 K
Zephyr Minerals Ltd.,Apr 22 2022,17:54:13 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,56 K
Zephyr Minerals Ltd.,Apr 22 2022,17:54:13 ET,Audited annual financial statements - English,PDF,673 K
Zephyr Minerals Ltd.,Apr 22 2022,17:54:13 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,44 K
ZincX Resources Corp.,Apr 22 2022,19:16:10 ET,Notice of the meeting and record date - English,PDF,13 K
ZoomAway Technologies Inc.,Apr 22 2022,15:42:50 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,392 K
ZoomAway Technologies Inc.,Apr 22 2022,15:42:50 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,392 K
